"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","657","Тест получения кода 200 при изменении способа отображения списков событий","tests","Fri Aug 01 15:14:09 GMT 2025","passed","Fri Aug 01 15:14:10 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': 'IVAN Ivanov', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","627","Тест получения текста ошибки для каждого типа недостающих данных","tests","Fri Aug 01 15:14:37 GMT 2025","passed","Fri Aug 01 15:14:37 GMT 2025","TestUpdate","test_update_data","",""
"Проверка, что при запросе c неверным паролем получим текст ошибки","797","Тест получения текста ошибки при вводе неверного пароля","tests","Fri Aug 01 15:13:53 GMT 2025","passed","Fri Aug 01 15:13:53 GMT 2025","TestLogin","test_login","",""
"Проверка: После авторизации возвращаемое значение ключа 'token' не пустое","1438","Тест получения значения ключа 'token' после авторизации","tests","Fri Aug 01 15:13:47 GMT 2025","passed","Fri Aug 01 15:13:49 GMT 2025","TestLogin","test_login","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 2, 'locale': 'ru'}","644","Тест получения кода 200 при изменении способа отображения списков событий","tests","Fri Aug 01 15:14:10 GMT 2025","passed","Fri Aug 01 15:14:11 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'us'}","642","Тест невозможности внести некорретные данные в языковые настройки","tests","Fri Aug 01 15:14:17 GMT 2025","passed","Fri Aug 01 15:14:18 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","634","Тест получения 'errors' при отправке запроса на обновление данных без обязательных ключей","tests","Fri Aug 01 15:14:24 GMT 2025","passed","Fri Aug 01 15:14:24 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': {'6a92EE'}, 'time_zone': {'Asia/Karachi'}, 'sip_number': {'421'}, 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","1474","Тест получения кода 200 при изменении имени пользователя","tests","Fri Aug 01 15:13:55 GMT 2025","passed","Fri Aug 01 15:13:56 GMT 2025","TestUpdate","test_update_data","",""
"Проверка: при неверном пароле возвращается ошибка 401","1346","Тест получения кода 401 при неверном пароле","tests","Fri Aug 01 15:13:49 GMT 2025","passed","Fri Aug 01 15:13:50 GMT 2025","TestLogin","test_login","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ch'}","636","Тест невозможности внести некорретные данные в языковые настройки","tests","Fri Aug 01 15:14:18 GMT 2025","passed","Fri Aug 01 15:14:19 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","1276","Тест получения измененного значения способа отображения списков событий","tests","Fri Aug 01 15:14:12 GMT 2025","passed","Fri Aug 01 15:14:13 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'ru'}","1286","Тест получения измененного значения после изменения языковых настроек","tests","Fri Aug 01 15:14:03 GMT 2025","passed","Fri Aug 01 15:14:04 GMT 2025","TestUpdate","test_update_data","",""
"Request body: {'name': 'IVAN Ivanov', 'time_zone': 'Europe/Moscow', 'sip_number': '123', 'sip_extension': '22344', 'events_view_type': 1, 'locale': 'en'}","664","Тест получения кода 200 после изменения языковых настроек","tests","Fri Aug 01 15:13:59 GMT 2025","passed","Fri Aug 01 15:14:00 GMT 2025","TestUpdate","test_update_data","",""
